web-scraper-order,web-scraper-start-url,Type_habit,Prix,Adresse,Image_lien-src
"1739917822-1386","https://sn.coinafrique.com/categorie/vetements-enfants","Habits pour enfants","1 500CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1730070_uploaded_image1_1583108098.32.png"
"1739917822-1387","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1720893_uploaded_image1_1582915357.03.png"
"1739917822-1388","https://sn.coinafrique.com/categorie/vetements-enfants","Robe","10 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1719896_uploaded_image1_1582902178.54.png"
"1739917822-1389","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","10 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1703264_uploaded_image1_1582641589.45.png"
"1739917822-1390","https://sn.coinafrique.com/categorie/vetements-enfants","Tenues mardi-gras","20 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1697316_uploaded_image1_1582554886.1.png"
"1739917822-1391","https://sn.coinafrique.com/categorie/vetements-enfants","Robe d'été enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1689763_uploaded_image1_1582384162.5.png"
"1739917822-1392","https://sn.coinafrique.com/categorie/vetements-enfants","Boxers enfants","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1680030_uploaded_image1_1582211265.82.png"
"1739917822-1393","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1656848_uploaded_image1_1581814339.01.png"
"1739917822-1394","https://sn.coinafrique.com/categorie/vetements-enfants","Habits d'enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1649651_uploaded_image1_1581684888.76.png"
"1739917822-1395","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble short","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1647670_uploaded_image1_1581664885.61.png"
"1739917822-1396","https://sn.coinafrique.com/categorie/vetements-enfants","Haut bébé","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1638505_uploaded_image1_1581513125.53.png"
"1739917822-1397","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble complet","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1638479_uploaded_image1_1581512755.62.png"
"1739917822-1398","https://sn.coinafrique.com/categorie/vetements-enfants","Habits d'enfants","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1632221_uploaded_image1_1581423696.07.png"
"1739917822-1399","https://sn.coinafrique.com/categorie/vetements-enfants","Cache couche","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1608014_uploaded_image1_1581043282.72.png"
"1739917822-1400","https://sn.coinafrique.com/categorie/vetements-enfants","Coffret sortie de bain","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1608013_uploaded_image1_1581043244.3.png"
"1739917822-1401","https://sn.coinafrique.com/categorie/vetements-enfants","Tenues pour mardi-gras","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607904_uploaded_image1_1581036553.31.png"
"1739917822-1402","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue mardi gras","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607901_uploaded_image1_1581036440.19.png"
"1739917822-1403","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue mardi gras","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1607896_uploaded_image1_1581036259.52.png"
"1739917822-1404","https://sn.coinafrique.com/categorie/vetements-enfants","Chemise enfant","5 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_1566600_uploaded_image1_1580394360.74.png"
"1739917822-1405","https://sn.coinafrique.com/categorie/vetements-enfants","Bombers pour enfants","15 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1565490_uploaded_image1_1580383347.89.png"
"1739917822-1406","https://sn.coinafrique.com/categorie/vetements-enfants","Robe bébé","8 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559518_uploaded_image1_1580302630.18.png"
"1739917822-1407","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","5 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559514_uploaded_image1_1580302586.76.png"
"1739917822-1408","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","6 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559510_uploaded_image1_1580302551.72.png"
"1739917822-1409","https://sn.coinafrique.com/categorie/vetements-enfants","Complet bébé","6 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559509_uploaded_image1_1580302514.24.png"
"1739917822-1410","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559493_uploaded_image1_1580302285.16.png"
"1739917822-1411","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559490_uploaded_image1_1580302235.18.png"
"1739917822-1412","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé - 10 pièces","12 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559487_uploaded_image1_1580302197.09.png"
"1739917822-1413","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","2 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559425_uploaded_image1_1580301744.51.png"
"1739917822-1414","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","2 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_1559422_uploaded_image1_1580301721.18.png"
"1739917822-1415","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue de baptême  / 11 piéces","12 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1552044_uploaded_image1_1580207298.82.png"
"1739917822-1416","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant 6 à 14 ans","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1544373_uploaded_image1_1580086240.79.png"
"1739917822-1417","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543948_uploaded_image1_1580078044.42.png"
"1739917822-1418","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste enfant","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543946_uploaded_image1_1580077992.21.png"
"1739917822-1419","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1739917822-1420","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543894_uploaded_image1_1580077072.75.png"
"1739917822-1421","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste 2-6 ans","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543891_uploaded_image1_1580077027.08.png"
"1739917822-1422","https://sn.coinafrique.com/categorie/vetements-enfants","Lacoste enfant","4 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543886_uploaded_image1_1580076977.34.png"
"1739917822-1423","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1526621_uploaded_image1_1579784330.83.png"
"1739917822-1424","https://sn.coinafrique.com/categorie/vetements-enfants","Couverture bébé","5 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514395_uploaded_image1_1579606069.38.png"
"1739917822-1425","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514365_uploaded_image1_1579605771.41.png"
"1739917822-1426","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514342_uploaded_image1_1579605416.29.png"
"1739917822-1427","https://sn.coinafrique.com/categorie/vetements-enfants","Robes fillettes","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514274_uploaded_image1_1579604622.01.png"
"1739917822-1428","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour bébé","400CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1491193_uploaded_image1_1579191536.91.png"
"1739917822-1429","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Fille","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468508_uploaded_image1_1578838451.05.png"
"1739917822-1430","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Garçon","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468501_uploaded_image1_1578838337.72.png"
"1739917822-1431","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  enfants garçons","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468493_uploaded_image1_1578838195.79.png"
"1739917822-1432","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles pour enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468335_uploaded_image1_1578834783.45.png"
"1739917822-1433","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468327_uploaded_image1_1578834615.19.png"
"1739917822-1434","https://sn.coinafrique.com/categorie/vetements-enfants","Jackets enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1456400_uploaded_image1_1578631459.49.png"
"1739917822-1435","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1442052_uploaded_image1_1578411849.73.png"
"1739917822-1436","https://sn.coinafrique.com/categorie/vetements-enfants","Habit enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441221_uploaded_image1_1578403732.35.png"
"1739917822-1437","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441047_uploaded_image1_1578403581.32.png"
"1739917822-1438","https://sn.coinafrique.com/categorie/vetements-enfants","Blousons garçon - fille","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1410978_uploaded_image1_1577742016.76.png"
"1739917822-1439","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1398928_uploaded_image1_1577494239.75.png"
"1739917822-1440","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie de luxe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1398921_uploaded_image1_1577493358.67.png"
"1739917822-1441","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1397293_uploaded_image1_1577462937.85.png"
"1739917822-1442","https://sn.coinafrique.com/categorie/vetements-enfants","Chemises enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393714_uploaded_image1_1577386562.31.png"
"1739917822-1443","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson Enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393205_uploaded_image1_1577378467.25.png"
"1739917822-1444","https://sn.coinafrique.com/categorie/vetements-enfants","Jogging enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1382782_uploaded_image1_1577146067.93.png"
"1739917822-1445","https://sn.coinafrique.com/categorie/vetements-enfants","Blousons enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1379507_uploaded_image1_1577093815.08.png"
"1739917822-1446","https://sn.coinafrique.com/categorie/vetements-enfants","Habits pour enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1379428_uploaded_image1_1577092701.74.png"
"1739917822-1447","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377864_uploaded_image1_1577052449.14.png"
"1739917822-1448","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377828_uploaded_image1_1577051010.82.png"
"1739917822-1449","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377818_uploaded_image1_1577050858.2.png"
"1739917822-1450","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère","6 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1373984_uploaded_image1_1576959397.12.png"
"1739917822-1451","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373672_uploaded_image1_1576952145.0.png"
"1739917822-1452","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373581_uploaded_image1_1576950179.13.png"
"1739917822-1453","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373563_uploaded_image1_1576949693.42.png"
"1739917822-1454","https://sn.coinafrique.com/categorie/vetements-enfants","Pull enfant en cuir","12 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1370069_uploaded_image1_1576879259.44.png"
"1739917822-1455","https://sn.coinafrique.com/categorie/vetements-enfants","Boxer slip fille","4 000CFA","Sénégal","https://images.coinafrique.com/thumb_1344415_uploaded_image1_1576424608.36.png"
"1739917822-1456","https://sn.coinafrique.com/categorie/vetements-enfants","Couches bébé et lingettes","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1335113_uploaded_image1_1576237834.49.png"
"1739917822-1457","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1332961_uploaded_image1_1576193148.2.png"
"1739917822-1458","https://sn.coinafrique.com/categorie/vetements-enfants","Robe - enfant","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1330054_uploaded_image1_1576151241.57.png"
"1739917822-1459","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","9 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1330043_uploaded_image1_1576151148.98.png"
"1739917822-1460","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1318538_uploaded_image1_1575939916.47.png"
